order_id,order_date,customer_id,customer_name,country,product_id,category,quantity,unit_price,payment_method,order_status,platform
WEB-10218,2026-07-05,CUST-173,Kathryn Hall,DE,PROD-022,Clothing,2,76.78,Credit Card,Completed,Mobile Web
WEB-10219,2025-12-05,CUST-197,Kathleen Williams,CA,PROD-034,Books,1,25.05,Debit Card,Completed,Mobile App
WEB-10220,2026-08-22,CUST-376,Joel Johnson,CA,PROD-039,Books,1,31.68,Credit Card,Cancelled,Mobile App
WEB-10221,2026-04-24,CUST-305,James Hall,DE,PROD-022,Clothing,4,20.89,Debit Card,Returned,Mobile App
WEB-10222,2026-08-19,CUST-174,Mary Davis,CA,PROD-043,Home,3,180.48,Debit Card,Completed,Mobile App
WEB-10223,2026-03-30,CUST-232,Eric Johnson,UK,PROD-018,Home,2,60.25,Debit Card,Completed,Mobile Web
WEB-10224,2025-09-21,CUST-325,Sarah Nelson,DE,PROD-071,Electronics,5,178.82,UPI,Returned,Mobile App
WEB-10225,2026-08-11,CUST-263,Max Bell,AU,PROD-047,Clothing,5,29.36,UPI,Cancelled,Mobile App
WEB-10226,2026-06-13,CUST-233,Rachael Perez,DE,PROD-009,Books,-5,21.53,PayPal,Completed,Mobile App
WEB-10227,2026-08-07,CUST-269,Nancy Benson,IN,PROD-045,Sports,5,91.69,Credit Card,Returned,Mobile App
WEB-10228,2025-11-24,CUST-241,Cynthia Beasley,CA,PROD-040,Sports,1,282.38,PayPal,Returned,Mobile Web
WEB-10229,2025-11-22,CUST-245,Kimberly Webb,FR,PROD-004,Books,3,12.5,Debit Card,Completed,Mobile App
WEB-10230,2026-06-14,CUST-329,Mark Floyd,US,PROD-065,Sports,3,75.36,Credit Card,Cancelled,Mobile App
WEB-10231,2026-05-20,CUST-381,Richard Li,US,PROD-091,Electronics,1,292.4,PayPal,Cancelled,Desktop Web
WEB-10232,2026-09-03,CUST-326,Susan Choi,FR,PROD-092,Clothing,1,78.1,PayPal,Cancelled,Mobile Web
WEB-10233,2026-03-27,CUST-174,Louis Davis,US,PROD-074,Books,1,15.08,PayPal,Completed,Desktop Web
WEB-10234,2025-09-30,CUST-295,Deborah Goodwin,UK,PROD-005,Sports,5,211.55,Debit Card,Completed,Mobile App
WEB-10235,2026-02-03,CUST-365,Lisa Klein,CA,PROD-038,Home,1,51.7,Debit Card,Cancelled,Mobile App
WEB-10236,2026-07-13,CUST-390,Michelle Jimenez,US,PROD-053,Home,3,230.81,UPI,Completed,Mobile Web
WEB-10237,2026-02-20,CUST-346,Erin Rojas,UK,PROD-004,Books,3,13.54,Credit Card,Cancelled,Mobile Web
WEB-10238,2026-07-23,CUST-328,Jenna Bass,IN,PROD-077,Clothing,4,66.37,Debit Card,Returned,Mobile App
WEB-10239,2025-12-07,CUST-202,Jerome Delacruz,AU,PROD-004,Books,2,15.29,UPI,Cancelled,Mobile Web
WEB-10240,2026-08-19,CUST-111,Carol Cruz,AU,PROD-080,Sports,3,94.26,Credit Card,Cancelled,Mobile Web
WEB-10241,2026-09-07,CUST-259,Bradley Byrd,US,PROD-070,Sports,1,299.87,PayPal,Cancelled,Mobile App
WEB-10242,2026-04-29,CUST-204,Lance Jones,UK,PROD-011,Electronics,4,610.98,Debit Card,Returned,Mobile App
WEB-10243,2025-12-06,CUST-375,Robert Gonzalez,UK,PROD-036,Electronics,-1,166.24,Credit Card,Returned,Mobile App
WEB-10244,2026-02-27,CUST-107,Michelle Patterson MD,IN,PROD-089,Books,2,39.26,Debit Card,Completed,Mobile App
WEB-10245,2026-02-23,CUST-162,James Holt,US,PROD-031,Electronics,-5,465.16,UPI,Completed,Desktop Web
WEB-10246,2026-05-14,CUST-197,Michael Paul,US,PROD-081,Electronics,4,-93.76,UPI,Returned,Mobile Web
WEB-10247,2025-10-05,CUST-338,David Weber,FR,PROD-021,Electronics,1,184.17,PayPal,Cancelled,Mobile Web
WEB-10248,2026-08-27,CUST-383,Brandon Davis,AU,PROD-012,Clothing,4,28.83,Credit Card,Cancelled,Mobile App
WEB-10249,2026-07-08,CUST-357,Crystal Zamora,DE,PROD-078,Home,4,181.53,Credit Card,Cancelled,Desktop Web
WEB-10250,2026-05-05,CUST-381,Daniel Robertson,FR,PROD-063,Home,3,61.68,PayPal,Cancelled,Desktop Web
WEB-10251,2025-09-27,CUST-217,Anthony Johnson,US,PROD-089,Books,1,18.06,Debit Card,Completed,Mobile Web
WEB-10252,2025-11-04,CUST-379,Rachel Stevens,CA,PROD-041,Electronics,5,251.66,Debit Card,Completed,Mobile App
WEB-10253,2026-03-27,CUST-125,Cassandra Mitchell MD,AU,PROD-026,Electronics,1,304.69,UPI,Returned,Mobile Web
WEB-10254,2026-02-26,CUST-248,Todd Baker,IN,PROD-034,Books,4,32.92,Debit Card,Completed,Mobile Web
WEB-10255,2026-08-23,CUST-342,Emily Estes,AU,PROD-059,Books,5,27.47,UPI,Completed,Mobile Web
WEB-10256,2026-05-17,CUST-324,Brady Cook,US,PROD-082,Clothing,5,118.69,UPI,Completed,Desktop Web
WEB-10257,2025-11-15,CUST-140,Kenneth Novak,FR,PROD-092,Clothing,5,30.25,Debit Card,Returned,Desktop Web
WEB-10258,2026-05-03,CUST-237,Tammy Harper,DE,PROD-029,Books,5,29.13,PayPal,Cancelled,Mobile App
WEB-10259,2026-06-07,CUST-386,Mr. James Grant,DE,PROD-071,Electronics,5,489.29,PayPal,Completed,Mobile App
WEB-10260,2026-07-28,CUST-332,Maurice Willis,US,PROD-089,Books,2,41.52,UPI,Cancelled,Mobile App
WEB-10261,2025-12-23,CUST-143,Bryce Berg,FR,PROD-009,Books,1,36.12,PayPal,Cancelled,Desktop Web
WEB-10262,2025-10-20,CUST-369,Danielle Durham,US,PROD-038,Home,2,110.59,Credit Card,Returned,Desktop Web
WEB-10263,2026-04-05,CUST-221,Wesley Rodriguez,UK,PROD-092,Clothing,4,102.06,Debit Card,Completed,Mobile Web
WEB-10264,2026-07-12,CUST-300,John Alvarado,US,PROD-079,Books,2,40.56,PayPal,Returned,Mobile Web
WEB-10265,2026-05-10,CUST-376,Donald Chaney,US,PROD-043,Home,2,127.04,PayPal,Completed,Mobile App
WEB-10266,2026-05-26,CUST-360,Judy Roberts,AU,PROD-064,Books,2,24.22,Credit Card,Returned,Mobile Web
WEB-10267,2026-05-20,CUST-354,Tamara Soto,UK,PROD-025,Sports,2,95.01,Credit Card,Completed,Mobile Web
WEB-10268,2026-01-24,CUST-238,Shawn Cooper,FR,PROD-048,Home,5,240.1,Credit Card,Cancelled,Mobile Web
WEB-10269,2026-03-27,CUST-328,Phyllis Thomas,CA,PROD-046,Electronics,2,714.37,Credit Card,Completed,Mobile App
WEB-10270,2026-01-07,CUST-203,Jason Collier,CA,PROD-015,Sports,4,252.97,Credit Card,Returned,Mobile App
WEB-10271,2026-04-20,CUST-200,Rachel Rivers,FR,PROD-005,Sports,2,-27.12,Debit Card,Returned,Mobile Web
WEB-10272,2026-08-08,CUST-261,Jennifer Schaefer,FR,PROD-061,Electronics,2,130.24,UPI,Completed,Mobile Web
WEB-10273,2025-12-21,CUST-110,Briana Castillo,CA,PROD-022,Clothing,3,35.03,Debit Card,Returned,Desktop Web
WEB-10274,2026-03-16,CUST-119,Mr. Chad Orozco,DE,PROD-032,Clothing,1,110.73,PayPal,Returned,Desktop Web
WEB-10275,2025-12-15,CUST-339,Tina Gardner,FR,PROD-058,Home,1,48.56,Credit Card,Completed,Mobile App
WEB-10276,2026-03-08,CUST-173,Andrea Allen,US,PROD-091,Electronics,4,116.02,Credit Card,Completed,Mobile App
WEB-10277,2026-06-23,CUST-249,Kimberly Lee,UK,PROD-093,Home,5,70.7,Credit Card,Completed,Mobile App
WEB-10278,2026-08-25,CUST-286,Gabriel Hernandez,UK,PROD-080,Sports,1,76.23,UPI,Cancelled,Mobile App
WEB-10279,2026-08-18,CUST-289,Lori Rios,DE,PROD-074,Books,4,12.46,Debit Card,Completed,Mobile Web
WEB-10280,2026-01-09,CUST-387,Joseph Dickson,DE,PROD-079,Books,2,29.75,UPI,Completed,Mobile Web
WEB-10281,2026-06-19,CUST-198,Ms. Suzanne Morgan,AU,PROD-092,Clothing,4,82.55,Credit Card,Returned,Mobile App
WEB-10282,2026-06-07,CUST-236,Doris Taylor,AU,PROD-098,Home,4,197.34,Credit Card,Returned,Mobile Web
WEB-10283,2025-11-06,CUST-213,Maria Schmidt,DE,PROD-061,Electronics,5,333.48,UPI,Cancelled,Mobile Web
WEB-10284,2025-10-10,CUST-186,Ruben Steele,FR,PROD-096,Electronics,5,527.32,Credit Card,Completed,Mobile Web
WEB-10285,2026-07-05,CUST-130,Steven Smith,CA,PROD-014,Books,3,28.39,Credit Card,Completed,Desktop Web
WEB-10286,2026-08-07,CUST-380,Jason Cameron,FR,PROD-093,Home,3,48.44,PayPal,Returned,Mobile App
WEB-10287,2026-05-14,CUST-107,Jeremy Reed,CA,PROD-025,Sports,3,105.39,UPI,Completed,Desktop Web
WEB-10288,2026-09-13,CUST-301,Mary Gonzalez,AU,PROD-054,Books,2,11.18,Credit Card,Cancelled,Mobile App
WEB-10289,2025-09-25,CUST-331,Richard Black,UK,PROD-080,Sports,5,150.96,PayPal,Cancelled,Mobile Web
WEB-10290,2026-07-04,CUST-283,Dr. Rebekah Boyle,FR,PROD-034,Books,5,9.4,PayPal,Returned,Mobile Web
WEB-10291,2025-10-20,CUST-193,Jordan Miller,IN,PROD-068,Home,1,185.59,Credit Card,Returned,Mobile App
WEB-10292,2026-08-30,CUST-193,Rodney Day,US,PROD-055,Sports,3,132.98,Credit Card,Returned,Mobile Web
WEB-10293,2025-09-26,CUST-216,Norma Bell,US,PROD-013,Home,1,-97.55,Debit Card,Completed,Mobile App
WEB-10001,2026-08-14,CUST-259,Wendy Frey,CA,PROD-006,Electronics,1,564.37,Debit Card,Returned,Mobile Web
WEB-10295,2026-04-13,CUST-382,Chase Smith,UK,PROD-098,Home,1,160.76,PayPal,Cancelled,Mobile Web
WEB-10296,2026-08-19,CUST-388,Michael Barron,UK,PROD-003,Home,2,216.16,Debit Card,Cancelled,Mobile App
WEB-10297,2025-11-07,CUST-110,Sean Perez,DE,PROD-038,Home,3,118.71,Credit Card,Completed,Mobile Web
WEB-10298,2025-12-14,CUST-370,Jodi Mcdaniel,FR,PROD-035,Sports,2,164.83,Credit Card,Returned,Desktop Web
WEB-10299,2026-05-07,CUST-178,Christopher Simpson,AU,PROD-094,Books,4,31.45,Debit Card,Completed,Mobile App
WEB-10300,2025-11-28,CUST-305,Ruth Conner,FR,PROD-037,Clothing,2,112.18,PayPal,Returned,Mobile Web
WEB-10301,2025-11-16,CUST-385,Jessica Grimes,CA,PROD-031,Electronics,5,361.57,PayPal,Cancelled,Mobile Web
WEB-10302,2025-12-28,CUST-276,Drew Santana,DE,PROD-080,Sports,5,41.2,Debit Card,Returned,Mobile App
WEB-10303,2025-10-08,CUST-131,Gloria Perkins,FR,PROD-070,Sports,4,55.63,Debit Card,Completed,Desktop Web
WEB-10304,2026-02-07,CUST-172,Tiffany Johnson,CA,PROD-083,Home,1,185.13,Credit Card,Returned,Desktop Web
WEB-10305,2026-03-10,CUST-144,Melanie Adams,UK,PROD-081,Electronics,3,198.67,PayPal,Cancelled,Desktop Web
WEB-10306,2026-07-01,CUST-146,Lisa Taylor,CA,PROD-045,Sports,2,35.33,UPI,Completed,Desktop Web
WEB-10307,2026-01-31,CUST-393,Ashley Hicks,UK,PROD-064,Books,4,23.64,Debit Card,Completed,Mobile Web
WEB-10308,2025-12-02,CUST-119,Mrs. Melanie Baker PhD,CA,PROD-084,Books,3,33.6,Debit Card,Completed,Mobile Web
WEB-10309,2026-06-16,CUST-232,Joel Wang,FR,PROD-072,Clothing,-3,97.75,UPI,Completed,Desktop Web
WEB-10310,2026-07-03,,Nicholas Johnston,FR,PROD-083,Home,1,230.67,Debit Card,Cancelled,Mobile Web
WEB-10311,2026-05-25,CUST-299,Dawn Kim,UK,PROD-002,Clothing,1,31.05,UPI,Cancelled,Mobile App
WEB-10312,2025-10-28,CUST-216,George Barnes,IN,PROD-086,Electronics,2,763.88,Debit Card,Completed,Mobile Web
WEB-10313,2026-04-20,CUST-325,Kimberly Johnson,UK,PROD-085,Sports,2,262.95,Credit Card,Returned,Mobile App
WEB-10314,2026-06-10,CUST-180,Dylan Padilla,UK,PROD-080,Sports,2,161.33,Debit Card,Completed,Mobile Web
WEB-10315,2026-02-03,CUST-219,Daniel Simmons,US,PROD-064,Books,4,43.71,Debit Card,Returned,Mobile Web
WEB-10316,2026-03-02,CUST-266,Jonathan Fowler,DE,PROD-074,Books,2,25.94,UPI,Returned,Mobile App
WEB-10317,2026-02-25,CUST-331,Bethany Miles,CA,PROD-026,Electronics,4,580.73,Debit Card,Returned,Mobile Web
WEB-10318,2026-07-01,CUST-338,Veronica Becker,IN,PROD-043,Home,2,245.99,Credit Card,Completed,Mobile App
WEB-10319,2026-01-16,CUST-338,Cody Jackson,FR,PROD-096,Electronics,4,633.84,Debit Card,Cancelled,Mobile Web
WEB-10320,2025-11-01,CUST-271,Julia Garcia,AU,PROD-063,Home,1,212.39,Credit Card,Cancelled,Mobile App
WEB-10321,2025-10-11,CUST-357,Lisa Aguilar,CA,PROD-092,Clothing,2,40.48,Credit Card,Returned,Mobile App
WEB-10322,2026-01-17,CUST-197,Kevin Buck,DE,PROD-075,Sports,5,174.44,PayPal,Completed,Mobile Web
WEB-10323,2025-10-07,CUST-321,Jose Stewart,IN,PROD-085,Sports,3,223.68,Credit Card,Cancelled,Mobile Web
WEB-10001,2025-10-27,CUST-298,Jessica Bartlett,AU,PROD-082,Clothing,2,73.89,Debit Card,Completed,Mobile Web
WEB-10325,2025-09-15,CUST-347,Blake Burnett,CA,PROD-044,Books,1,26.42,Credit Card,Completed,Mobile Web
WEB-10326,2026-06-06,CUST-109,Jennifer Wilson,IN,PROD-083,Home,1,33.43,UPI,Returned,Mobile App
WEB-10327,2025-11-26,CUST-101,Melissa Beck,DE,PROD-024,Books,5,44.07,Debit Card,Returned,Desktop Web
WEB-10328,2026-02-10,CUST-324,Mrs. Rebecca Smith MD,AU,PROD-029,Books,4,19.73,UPI,Returned,Mobile Web
WEB-10329,2026-03-20,CUST-142,Phyllis Carpenter,CA,PROD-025,Sports,1,183.37,Credit Card,Returned,Desktop Web
WEB-10330,2026-03-08,CUST-172,Brittney Simmons,US,PROD-073,Home,5,248.57,Credit Card,Returned,Desktop Web
WEB-10331,2026-01-15,CUST-130,Maria Pena,IN,PROD-027,Clothing,3,-85.91,PayPal,Cancelled,Mobile Web
WEB-10332,2026-06-26,CUST-246,Raymond Ortiz,CA,PROD-042,Clothing,5,78.77,UPI,Completed,Mobile App
WEB-10333,2026-05-07,CUST-202,Rachel Morales,UK,PROD-087,Clothing,3,16.89,Credit Card,Cancelled,Mobile Web
WEB-10334,2026-06-04,CUST-390,Nicholas Hunt,AU,PROD-025,Sports,3,77.02,Credit Card,Cancelled,Desktop Web
WEB-10335,2025-12-29,CUST-272,Lindsey Evans,CA,PROD-055,Sports,2,56.88,UPI,Cancelled,Mobile Web
WEB-10336,2026-02-12,CUST-158,Zachary Tucker,US,PROD-026,Electronics,3,676.7,Debit Card,Completed,Mobile Web
WEB-10337,2026-05-10,CUST-374,Joseph Hall,AU,PROD-033,Home,3,187.49,UPI,Returned,Desktop Web
WEB-10338,2026-07-31,CUST-268,Richard Saunders,DE,PROD-037,Clothing,2,20.74,PayPal,Returned,Mobile App
WEB-10339,2026-06-03,CUST-160,Jonathan Parks,FR,PROD-100,Sports,5,63.67,UPI,Returned,Mobile App
WEB-10340,2026-08-31,CUST-249,Natalie Wright,FR,PROD-055,Sports,3,37.37,Credit Card,Completed,Desktop Web
WEB-10341,2026-02-03,CUST-333,Christian Hampton,AU,PROD-062,Clothing,2,73.54,Debit Card,Returned,Mobile Web
WEB-10342,2026-03-09,CUST-228,Felicia Black,IN,PROD-097,Clothing,4,80.46,PayPal,Completed,Mobile App
WEB-10343,2026-02-08,CUST-291,Tara Hodges,FR,PROD-051,Electronics,1,471.06,UPI,Returned,Mobile Web
WEB-10344,2025-12-18,CUST-190,Jonathan Lara,FR,PROD-017,Clothing,1,32.64,PayPal,Cancelled,Mobile Web
WEB-10345,2026-07-30,CUST-294,Summer Smith,UK,PROD-080,Sports,2,98.64,PayPal,Returned,Desktop Web
WEB-10346,2026-06-16,CUST-288,Danielle Jackson,AU,PROD-036,Electronics,3,322.3,Debit Card,Completed,Mobile App
WEB-10347,2025-12-13,CUST-187,Wayne Watson,CA,PROD-062,Clothing,5,86.8,PayPal,Completed,Mobile App
WEB-10348,2025-11-04,CUST-247,Shaun Huffman,UK,PROD-056,Electronics,1,699.12,Debit Card,Completed,Desktop Web
WEB-10349,2025-10-10,CUST-161,Jessica Baker,DE,PROD-032,Clothing,3,60.93,Credit Card,Returned,Mobile App
WEB-10350,2026-07-14,CUST-146,Natalie Jackson MD,IN,PROD-027,Clothing,3,119.27,Debit Card,Completed,Mobile App
WEB-10351,2025-09-29,CUST-230,Erica Potter,CA,PROD-035,Sports,3,220.7,Credit Card,Returned,Mobile Web
WEB-10352,2026-02-20,CUST-205,Brenda Martin,IN,PROD-080,Sports,4,159.75,Debit Card,Cancelled,Desktop Web
WEB-10353,2025-11-02,CUST-114,Tiffany Riley,UK,PROD-010,Sports,3,71.12,UPI,Cancelled,Desktop Web
WEB-10354,2025-10-16,CUST-127,Jennifer Wright,IN,PROD-038,Home,2,203.31,Credit Card,Returned,Desktop Web
WEB-10001,2026-06-30,CUST-345,Yolanda Simmons,CA,PROD-022,Clothing,5,16.34,PayPal,Cancelled,Mobile App
WEB-10356,2026-08-08,CUST-365,Patricia Stephens,UK,PROD-022,Clothing,2,76.87,Credit Card,Returned,Desktop Web
WEB-10357,2026-02-14,CUST-233,Tyler Young,DE,PROD-047,Clothing,5,45.1,UPI,Cancelled,Mobile App
WEB-10358,2025-12-30,CUST-143,Jason Stanley,CA,PROD-056,Electronics,4,250.3,Debit Card,Cancelled,Mobile Web
WEB-10359,2026-06-22,CUST-262,Kenneth Mcneil,DE,PROD-020,Sports,3,69.87,Debit Card,Returned,Mobile Web
WEB-10360,2025-09-19,CUST-307,Donald Blackwell,DE,PROD-039,Books,2,24.94,Debit Card,Cancelled,Mobile App
WEB-10361,2026-01-25,CUST-342,Leonard Mullins,IN,PROD-050,Sports,5,217.92,Credit Card,Returned,Desktop Web
WEB-10362,2026-02-23,CUST-393,Billy Leblanc,US,PROD-020,Sports,3,233.85,UPI,Returned,Mobile App
WEB-10363,2026-05-15,CUST-395,Barbara Navarro,CA,PROD-047,Clothing,3,109.96,PayPal,Returned,Mobile App
WEB-10364,2026-02-02,CUST-196,Karen Guzman,UK,PROD-060,Sports,1,158.17,Debit Card,Returned,Mobile App
WEB-10365,2026-06-17,CUST-299,Benjamin Short,IN,PROD-010,Sports,3,144.35,Credit Card,Completed,Mobile Web
WEB-10366,2026-07-26,CUST-157,Jennifer Hall,DE,PROD-028,Home,2,154.31,Credit Card,Completed,Desktop Web
WEB-10367,2026-01-08,CUST-248,Janet Boyd,DE,PROD-088,Home,4,130.75,Debit Card,Completed,Mobile Web
WEB-10368,2026-05-29,CUST-299,April Christian,FR,PROD-092,Clothing,1,82.52,Debit Card,Returned,Mobile Web
WEB-10369,2025-11-24,CUST-259,Miss Robin Fowler,IN,PROD-065,Sports,3,111.54,PayPal,Cancelled,Mobile App
WEB-10001,2026-09-04,,Angel Avery,US,PROD-028,Home,5,245.05,UPI,Returned,Mobile Web
WEB-10371,2026-01-08,CUST-252,Mrs. Kelly Maldonado,US,PROD-044,Books,2,32.79,Debit Card,Completed,Mobile Web
WEB-10372,2026-04-18,CUST-214,Laura Williams,CA,PROD-098,Home,4,78.19,Debit Card,Returned,Desktop Web
WEB-10373,2026-06-17,CUST-222,Zachary Bradley,US,PROD-016,Electronics,1,420.29,Credit Card,Cancelled,Mobile Web
WEB-10374,2026-08-18,CUST-363,Brandy Blake,FR,PROD-071,Electronics,5,712.89,UPI,Returned,Mobile Web
WEB-10375,2026-04-17,CUST-350,Laurie Lindsey,FR,PROD-002,Clothing,2,45.38,UPI,Completed,Mobile App
WEB-10376,2026-09-12,CUST-294,Jonathan Richard,US,PROD-083,Home,5,209.54,Credit Card,Cancelled,Desktop Web
WEB-10377,2026-04-15,CUST-298,Michael Good,DE,PROD-024,Books,2,10.41,Credit Card,Cancelled,Mobile App
WEB-10378,2025-11-19,CUST-336,William Smith,DE,PROD-058,Home,3,105.9,UPI,Cancelled,Desktop Web
WEB-10379,2026-06-17,CUST-359,Mrs. Jackie Reyes,US,PROD-055,Sports,4,229.16,PayPal,Cancelled,Mobile Web
WEB-10380,2026-07-31,CUST-152,Mary Robbins,DE,PROD-033,Home,5,241.71,UPI,Completed,Desktop Web
WEB-10381,2026-03-15,CUST-216,Valerie Patterson,IN,PROD-054,Books,1,15.52,UPI,Completed,Mobile App
WEB-10382,2025-09-25,CUST-257,Eileen Lucas,IN,PROD-065,Sports,4,209.72,PayPal,Returned,Desktop Web
WEB-10383,2026-09-14,CUST-254,Jessica Johnson,DE,PROD-043,Home,5,220.01,PayPal,Completed,Mobile App
WEB-10384,2026-03-05,CUST-376,Alejandra Moyer,FR,PROD-036,Electronics,5,298.63,Debit Card,Returned,Desktop Web
WEB-10385,2026-05-09,CUST-400,Brianna Norton,DE,PROD-007,Clothing,1,111.86,UPI,Returned,Desktop Web
WEB-10386,2026-08-22,CUST-102,Blake Scott,IN,PROD-031,Electronics,5,573.68,PayPal,Returned,Mobile Web
WEB-10387,2026-03-02,CUST-378,David Jones,UK,PROD-099,Books,2,34.8,Credit Card,Returned,Mobile Web
WEB-10388,2025-10-09,CUST-387,Gene Serrano,UK,PROD-090,Sports,5,97.53,Debit Card,Returned,Desktop Web
WEB-10389,2026-08-20,CUST-332,Kathy Brown,UK,PROD-068,Home,1,144.32,Debit Card,Completed,Mobile Web
WEB-10390,2026-08-03,CUST-147,Ryan Mckay,US,PROD-094,Books,5,28.4,Credit Card,Cancelled,Mobile App
WEB-10391,2025-09-22,CUST-147,Alexandria Quinn,DE,PROD-096,Electronics,3,51.68,PayPal,Cancelled,Mobile Web
WEB-10392,2026-04-18,CUST-376,Thomas Shepherd,DE,PROD-091,Electronics,3,169.51,PayPal,Returned,Mobile Web
WEB-10393,2026-08-04,CUST-234,Mark Rangel,AU,PROD-010,Sports,4,168.07,Credit Card,Cancelled,Mobile App
WEB-10394,2026-04-20,CUST-156,Brittney Singleton,US,PROD-051,Electronics,5,77.45,Credit Card,Returned,Mobile App
WEB-10395,2026-04-05,CUST-304,Aaron Sanchez,IN,PROD-034,Books,1,38.91,Debit Card,Completed,Mobile Web
WEB-10396,2026-05-10,CUST-365,Jeffrey King,CA,PROD-092,Clothing,4,19.76,Credit Card,Completed,Mobile App
WEB-10397,2026-09-03,CUST-101,Lucas Parker,AU,PROD-011,Electronics,5,748.53,PayPal,Completed,Desktop Web
WEB-10398,2026-08-07,CUST-119,Rebecca Peters,CA,PROD-044,Books,4,43.89,Debit Card,Returned,Desktop Web
WEB-10399,2026-07-08,CUST-189,Arthur Smith,IN,PROD-022,Clothing,2,21.87,Credit Card,Returned,Desktop Web
WEB-10400,2026-04-23,CUST-303,Katherine Church,FR,PROD-018,Home,2,72.71,Credit Card,Cancelled,Desktop Web
WEB-10401,2025-10-12,CUST-288,Phillip Diaz,UNKNOWN,PROD-087,Clothing,5,78.72,UPI,Completed,Mobile Web
WEB-10402,2026-08-31,CUST-303,Lauren Alexander,US,PROD-057,Clothing,4,38.7,PayPal,Returned,Desktop Web
WEB-10403,2026-10-27,CUST-164,Mary Williamson,US,PROD-034,Books,2,14.18,Credit Card,Completed,Desktop Web
WEB-10404,2025-11-14,CUST-335,Jared Garcia,AU,PROD-048,Home,3,78.26,Debit Card,Returned,Mobile Web
WEB-10405,2025-12-06,CUST-362,Jodi Lindsey,IN,PROD-070,Sports,1,231.02,PayPal,Returned,Mobile Web
WEB-10406,2026-02-23,CUST-207,Brittany Horn,IN,PROD-091,Electronics,1,57.99,UPI,Returned,Mobile Web
WEB-10407,2026-02-10,CUST-237,Whitney Clark,UK,PROD-013,Home,5,204.02,Credit Card,Cancelled,Desktop Web
WEB-10408,2026-09-03,CUST-344,Andrew Gonzalez,CA,PROD-065,Sports,1,278.71,Credit Card,Completed,Desktop Web
WEB-10409,2026-06-30,CUST-116,Monica George,US,PROD-091,Electronics,2,592.74,UPI,Completed,Mobile Web
WEB-10410,2026-02-22,CUST-383,Brittany Wagner,UK,PROD-063,Home,5,63.6,Debit Card,Returned,Desktop Web
WEB-10411,2025-11-16,CUST-175,Gabriel West,UK,PROD-031,Electronics,1,612.45,UPI,Completed,Mobile App
WEB-10412,2025-12-06,CUST-365,John Green,UK,PROD-056,Electronics,4,698.03,Credit Card,Cancelled,Mobile Web
WEB-10413,2025-10-10,,Brent Harper,AU,PROD-061,Electronics,-4,470.6,Credit Card,Returned,Mobile Web
WEB-10414,2025-09-21,CUST-275,Shannon Ryan,UK,PROD-004,Books,1,41.44,PayPal,Returned,Mobile App
WEB-10415,2026-04-28,CUST-287,Michael Austin,US,PROD-026,Electronics,5,507.46,Credit Card,Cancelled,Desktop Web
WEB-10416,2026-01-01,CUST-372,Matthew Miller,DE,PROD-002,Clothing,5,40.48,UPI,Cancelled,Mobile App
WEB-10417,2025-12-25,CUST-292,Kevin Perez,UK,PROD-044,Books,5,31.3,Debit Card,Returned,Mobile Web
WEB-10418,2025-10-27,CUST-380,Peter Mayer,UK,PROD-067,Clothing,5,19.63,Debit Card,Completed,Desktop Web
WEB-10419,2025-10-30,CUST-282,David Baird,IN,PROD-018,Home,1,151.75,PayPal,Cancelled,Mobile App
WEB-10420,2025-12-03,CUST-164,Kristin Soto,FR,PROD-014,Books,5,30.56,Credit Card,Cancelled,Mobile Web
WEB-10421,2026-06-28,CUST-247,Keith Moore,UK,PROD-018,Home,5,108.64,Debit Card,Returned,Mobile App
WEB-10422,2025-11-14,CUST-156,Jessica Ortiz,AU,PROD-051,Electronics,4,614.63,UPI,Returned,Mobile App
WEB-10423,2026-06-25,CUST-152,Roberto Rodriguez,US,PROD-069,Books,2,34.33,Debit Card,Cancelled,Mobile App
WEB-10424,2026-05-28,CUST-298,John Stone,IN,PROD-004,Books,1,43.51,Credit Card,Cancelled,Mobile App
WEB-10425,2026-04-04,CUST-237,Christine Jenkins,AU,PROD-084,Books,1,13.17,Credit Card,Cancelled,Mobile App
WEB-10426,2025-11-11,CUST-344,Courtney Collins DVM,FR,PROD-038,Home,5,168.79,Credit Card,Returned,Mobile Web
WEB-10427,2026-05-28,CUST-144,Joshua Howard,FR,PROD-042,Clothing,1,47.92,Debit Card,Cancelled,Mobile App
WEB-10428,2026-05-21,CUST-356,Donald Jones,CA,PROD-088,Home,2,46.37,Credit Card,Returned,Mobile App
WEB-10429,2026-09-10,CUST-238,Timothy Perry,AU,PROD-001,Electronics,5,607.73,PayPal,Cancelled,Desktop Web
WEB-10430,2026-07-25,CUST-327,Kenneth Peterson,IN,PROD-098,Home,5,226.7,Credit Card,Cancelled,Mobile App
WEB-10431,2025-11-30,CUST-247,Grant Johnson,IN,PROD-091,Electronics,1,525.34,Credit Card,Returned,Mobile App
WEB-10432,2026-03-05,CUST-108,Samantha Lam,US,PROD-091,Electronics,2,260.55,Debit Card,Returned,Mobile App
WEB-10433,2026-06-12,CUST-381,Shelly Weiss,FR,PROD-019,Books,1,39.78,Debit Card,Returned,Mobile Web
WEB-10434,2026-08-29,CUST-385,Tony Green,AU,PROD-094,Books,1,44.14,UPI,Completed,Desktop Web
WEB-10435,2026-03-17,CUST-211,Roy Evans,DE,PROD-078,Home,2,147.44,Debit Card,Completed,Mobile App
